original_title,title,homepage,budget,original_language,overview,popularity,release_date,revenue,runtime,tagline,vote_average,vote_count
A Few Good Men,A Few Good Men,http://www.sonypictures.com/movies/afewgoodmen/,40000000,en,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",40.379966,11/12/1992,243240178,138,,7.1,877
Exit Wounds,Exit Wounds,http://www.exitwounds.net/,50000000,en,"Maverick cop Orin Boyd always brings down the domestic terrorists he tracks, but he ruffles feathers with his unorthodox techniques -- and soon finds himself reassigned to the toughest district in Detroit. When he discovers a group of detectives secretly operating a drug ring, Boyd joins forces with an unlikely ally -- gangster Latrell Walker -- to bring down the rotten cops.",12.601306,13/03/2001,79958599,101,This Is Gonna Hurt,5.3,110
Big Momma's House,Big Momma's House,,30000000,en,"When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito.",24.389194,31/05/2000,173959438,98,This FBI agent is going undercover... and he's concealing more than a weapon.,5.6,506
The House of Magic,Thunder and the House of Magic,http://www.nwave.com/films/3d-feature-films/13-films-cat/feature/95-the-house-of-magic-3d,34000000,en,"Thunder, an abandoned young cat seeking shelter from a storm, stumbles into the strangest house imaginable, owned by an old magician and inhabited by a dazzling array of automatons and gizmos. Not everyone welcomes the new addition to the troupe as Jack Rabbit and Maggie Mouse plot to evict Thunder. The situation gets worse when the magician lands in hospital and his scheming nephew sees his chance to cash in by selling the mansion. Our young hero is determined to earn his place and so he enlists the help of some wacky magician's assistants to protect his magical new home.",12.867326,24/12/2013,0,85,One lost little cat. One magical adventure.,6.3,121
The Darkest Hour,The Darkest Hour,http://www.darkesthourmovie.com/,30000000,en,"In Moscow, five young people lead the charge against an alien race which has attacked Earth via our power supply.",23.328823,22/12/2011,64626786,89,Survive The Holidays,4.8,469
Step Up Revolution,Step Up Revolution,,33000000,en,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",29.775441,26/07/2012,140470746,99,One Step Can Change Your World,6.7,663
Snakes on a Plane,Snakes on a Plane,,33000000,en,"America is on the search for the murderer Eddie Kim. Sean Jones must fly to L.A. to testify in a hearing against Kim. Accompanied by FBI agent Neville Flynn, the flight receives some unexpected visitors.",19.642328,06/08/2006,62022014,105,"At 30,000 feet, snakes aren't the deadliest thing on this plane.",5.1,497
The Watcher,The Watcher,,33000000,en,"FBI agent Joel Campbell, burnt-out and shell-shocked after years spent chasing serial killers, flees L.A. to begin a new life for himself in Chicago. But five months later, Joel's best laid plans are abruptly cut short when his new hometown becomes the setting for some particularly gruesome murders--murders that could only have been committed by one man: David Allen Griffin. One of Joel's most elusive and cunning nemeses, Griffin has followed his former pursuer to Chicago in order to play a sadistic game of cat and mouse. Taunting Joel with photographs of his intended victims and leaving his crime scenes meticulously free of clues in order to keep the police at bay, Griffin derives as much pleasure out of watching Joel react to every movement as watching his victims die. But when Griffin moves into Joel's inner circle, Joel must quickly find some way to stop him before someone close to him becomes the next one to die.",7.339908,08/09/2000,0,96,Don't go home alone.,4.9,110
The Punisher,The Punisher,http://marvel.com/movies/movie/5/the_punisher,33000000,en,"When undercover FBI agent Frank Castle's wife and son are slaughtered, he becomes 'the Punisher' -- a ruthless vigilante willing to go to any length to avenge his family.",35.099611,15/04/2004,54700105,124,"There is no justice, there is only revenge.",6.1,766
Goal!: The Dream Begins,Goal!: The Dream Begins,,30000000,en,"Like millions of kids around the world, Santiago harbors the dream of being a professional footballer...However, living in the Barrios section of Los Angeles, he thinks it is only that--a dream. Until one day an extraordinary turn of events has him trying out for Premiership club Newcastle United.",16.541791,06/06/2005,27610873,118,Every Dream Has A Beginning,6.6,238
Safe,Safe,http://www.safethefilm.com/,30000000,en,"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.",31.92695,16/04/2012,40346186,94,She has the code. He is the key.,6.3,799
Pushing Tin,Pushing Tin,,33000000,en,"Two air traffic controllers (John Cusack, Billy Bob Thornton) who thrive on living dangerously compete to outdo each other on several levels.",9.060642,23/04/1999,0,124,A comedy about losing control,5.7,116
Return of the Jedi,Return of the Jedi,http://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,32350000,en,"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.",46.509071,23/05/1983,572700000,135,The Empire Falls...,7.9,4665
Doomsday,Doomsday,,30000000,en,"A lethal virus spreads throughout the British isles,infecting millions and killing hundreds of thousands. To contain the threat, acting authorities brutally quarantine the country as it succumbs to fear and chaos. The quarantine is successful. Three decades later, the Reaper virus violently resurfaces in a major city. An elite group of specialists is urgently dispatched into the still-quarantined country to retrieve a cure by any means necessary. Shut off from the rest of the world, the unit must battle through a landscape that has become a waking nightmare.",21.538222,14/03/2008,22211426,108,Mankind has an expiration date.,5.8,363
The Reader,The Reader,,32000000,en,"The story of Michael Berg, a German lawyer who, as a teenager in the late 1950s, had an affair with an older woman, Hanna, who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that fact at the expense of her freedom.",33.923786,10/12/2008,113019290,124,Behind the mystery lies a truth that will make you question everything you know.,7.2,813
Wanderlust,Wanderlust,http://www.wanderlust-movie.com/Wanderlust/home.html,35000000,en,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",20.908494,23/02/2012,24159934,98,Leave your baggage behind,5.3,394
Elf,Elf,,32000000,en,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher.",16.901954,09/10/2003,173398518,97,"This holiday, discover your inner elf.",6.4,987
Phenomenon,Phenomenon,,32000000,en,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",15.039407,05/07/1996,152036382,123,Some things in life just can't be explained.,6.2,323
Snow Dogs,Snow Dogs,,33000000,en,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",13.655735,18/01/2002,0,99,Get ready for mush hour!,5.3,185
Scrooged,Scrooged,,0,en,"In this modern take on Charles Dickens' ""A Christmas Carol,"" Frank Cross (Bill Murray) is a wildly successful television executive whose cold ambition and curmudgeonly nature has driven away the love of his life, Claire Phillips (Karen Allen). But after firing a staff member, Eliot Loudermilk (Bobcat Goldthwait), on Christmas Eve, Frank is visited by a series of ghosts who give him a chance to re-evaluate his actions and right the wrongs of his past.",21.620317,22/11/1988,60328000,101,The spirits will move you in odd and hysterical ways.,6.7,390
Nacho Libre,Nacho Libre,http://www.nacholibre.com/,32000000,en,"Nacho Libre is loosely based on the story of Fray Tormenta (""Friar Storm""), aka Rev. Sergio Gutierrez Benitez, a real-life Mexican Catholic priest who had a 23-year career as a masked luchador. He competed in order to support the orphanage he directed. The producers are Jack Black, David Klawans, Julia Pistor, and Mike White.",14.642055,16/06/2006,80197993,92,He's not lean. He's not mean. He's nacho average hero.,5.6,359
